DATA_BASE;TIPO_DESENROLA;UNIDADE_FEDERACAO;COD_CONGLOMERADO_FINANCEIRO;NOME_CONGLOMERADO_FINANCEIRO;NUMERO_OPERACOES;VOLUME_OPERACOES
202404;2;SP;30379;SANTANDER;5;204,82
202404;2;TO;10045;BRADESCO;3;13735,29
202405;1;AC;49906;BB;75;95815,29
202405;1;AC;10045;BRADESCO;15;17034,31
202405;1;AC;49944;BTG PACTUAL;135;217411,17
202405;1;AC;52072;C6 BANK;2;4346,06
202405;1;AC;51626;CAIXA ECONÔMICA FEDERAL;144;159658,32
202405;1;AC;51884;INTER;29;28463,87
202405;1;AC;10069;ITAU;23;29279,03
202405;1;AC;52058;NUBANK;217;235913,83
202405;1;AC;30379;SANTANDER;21;22037,63
202405;1;AC;3632872;SICOOB CREDISUL;2;2174,14
202405;1;AC;51011;VOTORANTIM;2;2512,66
202405;1;AL;51750;BANCO SICOOB;1;1279,78
202405;1;AL;30173;BANRISUL;1;1603,19
202405;1;AL;49906;BB;152;163494,33
202405;1;AL;10045;BRADESCO;52;48114,79
202405;1;AL;49944;BTG PACTUAL;405;473600,80
202405;1;AL;52072;C6 BANK;2;1241,38
202405;1;AL;51626;CAIXA ECONÔMICA FEDERAL;349;322848,32
202405;1;AL;51884;INTER;115;104682,43
202405;1;AL;10069;ITAU;64;59461,83
202405;1;AL;52058;NUBANK;522;494847,51
202405;1;AL;30379;SANTANDER;66;59709,02
202405;1;AM;30173;BANRISUL;4;5954,55
202405;1;AM;49906;BB;147;213719,56
202405;1;AM;4913711;BCO DO EST. DO PA S.A.;1;1989,34
202405;1;AM;30290;BMG;6;8305,89
202405;1;AM;10045;BRADESCO;318;401616,04
202405;1;AM;49944;BTG PACTUAL;880;1310087,50
202405;1;AM;52072;C6 BANK;5;6240,56
202405;1;AM;51626;CAIXA ECONÔMICA FEDERAL;757;929805,97
202405;1;AM;51884;INTER;288;336915,66
202405;1;AM;10069;ITAU;250;308037,09
202405;1;AM;52058;NUBANK;1358;1592751,94
202405;1;AM;30379;SANTANDER;169;160855,71
202405;1;AM;5203605;SICOOB AMAZÔNIA;1;242,28
202405;1;AM;51011;VOTORANTIM;4;2456,65
202405;1;AP;49906;BB;66;67983,54
202405;1;AP;30290;BMG;1;1331,89
202405;1;AP;10045;BRADESCO;19;19504,39
202405;1;AP;49944;BTG PACTUAL;119;130670,91
202405;1;AP;52072;C6 BANK;2;1318,82
202405;1;AP;51626;CAIXA ECONÔMICA FEDERAL;75;79530,12
202405;1;AP;51884;INTER;37;37046,94
202405;1;AP;10069;ITAU;16;29688,83
202405;1;AP;52058;NUBANK;147;129981,83
202405;1;AP;30379;SANTANDER;31;30094,87
202405;1;BA;51750;BANCO SICOOB;1;207,65
202405;1;BA;30173;BANRISUL;1;467,09
202405;1;BA;49906;BB;480;607264,92
202405;1;BA;30290;BMG;8;6637,33
202405;1;BA;10045;BRADESCO;390;405057,53
202405;1;BA;49944;BTG PACTUAL;1737;2281804,79
202405;1;BA;52072;C6 BANK;10;11330,53
202405;1;BA;51626;CAIXA ECONÔMICA FEDERAL;1361;1388366,66
202405;1;BA;4321309;CC SICOOB CRED EXECUTIVO;1;842,88
202405;1;BA;2876918;CC SICOOB NORTE SUL;2;1842,44
202405;1;BA;51884;INTER;465;478587,26
202405;1;BA;10069;ITAU;369;435068,79
202405;1;BA;52058;NUBANK;2174;2246787,88
202405;1;BA;30379;SANTANDER;291;239763,03
202405;1;BA;51011;VOTORANTIM;9;10500,57
202405;1;CE;51750;BANCO SICOOB;1;319,75
202405;1;CE;30173;BANRISUL;2;4126,55
202405;1;CE;49906;BB;398;477971,65
202405;1;CE;30290;BMG;5;3125,49
202405;1;CE;10045;BRADESCO;272;290051,93
202405;1;CE;49944;BTG PACTUAL;1459;1875124,27
202405;1;CE;52072;C6 BANK;11;14741,66
202405;1;CE;51626;CAIXA ECONÔMICA FEDERAL;920;902931,85
202405;1;CE;51884;INTER;441;427092,78
202405;1;CE;10069;ITAU;231;265331,32
202405;1;CE;52058;NUBANK;1820;1777516,99
202405;1;CE;30379;SANTANDER;267;194721,70
202405;1;CE;51011;VOTORANTIM;4;3850,52
202405;1;DF;51750;BANCO SICOOB;6;4500,04
202405;1;DF;30173;BANRISUL;2;6944,74
202405;1;DF;49906;BB;217;263776,64
202405;1;DF;30290;BMG;4;8240,98
202405;1;DF;10045;BRADESCO;58;58071,64
202405;1;DF;49944;BTG PACTUAL;679;1020402,26
202405;1;DF;52072;C6 BANK;10;9394,64
202405;1;DF;51626;CAIXA ECONÔMICA FEDERAL;342;387860,07
202405;1;DF;51884;INTER;186;224534,13
202405;1;DF;10069;ITAU;149;195411,88
202405;1;DF;52058;NUBANK;759;835441,98
202405;1;DF;30379;SANTANDER;152;142414,28
202405;1;DF;51011;VOTORANTIM;3;2101,08
202405;1;ES;51750;BANCO SICOOB;10;9826,74
202405;1;ES;30173;BANRISUL;1;1469,12
202405;1;ES;49906;BB;87;118055,80
202405;1;ES;30290;BMG;4;7216,62
202405;1;ES;10045;BRADESCO;59;60257,55
202405;1;ES;49944;BTG PACTUAL;519;764438,48
202405;1;ES;52072;C6 BANK;3;3399,17
202405;1;ES;51626;CAIXA ECONÔMICA FEDERAL;353;402187,80
202405;1;ES;51884;INTER;131;167492,54
202405;1;ES;10069;ITAU;106;126479,09
202405;1;ES;52058;NUBANK;600;678491,42
202405;1;ES;30379;SANTANDER;92;65611,16
202405;1;ES;73398646;SOC CC SICOOB COOPERE;1;4676,20
202405;1;GO;51750;BANCO SICOOB;5;4165,50
202405;1;GO;49906;BB;195;240244,83
202405;1;GO;30290;BMG;5;8085,14
202405;1;GO;10045;BRADESCO;125;155706,03
202405;1;GO;49944;BTG PACTUAL;873;1232840,88
202405;1;GO;52072;C6 BANK;13;11775,02
202405;1;GO;51626;CAIXA ECONÔMICA FEDERAL;530;506224,91
202405;1;GO;2282709;COOP CENTRO NORTE BRASILEIRO;1;767,48
202405;1;GO;51884;INTER;276;318640,54
202405;1;GO;10069;ITAU;254;300719,53
202405;1;GO;52058;NUBANK;985;992967,25
202405;1;GO;30379;SANTANDER;159;154387,44
202405;1;GO;51011;VOTORANTIM;5;4348,64
202405;1;MA;51750;BANCO SICOOB;1;2412,81
202405;1;MA;49906;BB;371;385306,76
202405;1;MA;30290;BMG;2;980,25
202405;1;MA;10045;BRADESCO;172;178710,83
202405;1;MA;49944;BTG PACTUAL;560;713982,93
202405;1;MA;52072;C6 BANK;3;665,51
202405;1;MA;51626;CAIXA ECONÔMICA FEDERAL;461;451057,96
202405;1;MA;51884;INTER;197;197065,57
202405;1;MA;10069;ITAU;108;92320,02
202405;1;MA;52058;NUBANK;945;855386,90
202405;1;MA;30379;SANTANDER;79;48378,79
202405;1;MA;51011;VOTORANTIM;2;3040,59
202405;1;MG;51750;BANCO SICOOB;24;35502,54
202405;1;MG;30173;BANRISUL;1;932,32
202405;1;MG;49906;BB;631;814534,49
202405;1;MG;30290;BMG;14;19995,16
202405;1;MG;10045;BRADESCO;436;490204,63
202405;1;MG;49944;BTG PACTUAL;2715;3881101,01
202405;1;MG;52072;C6 BANK;27;29608,35
202405;1;MG;51626;CAIXA ECONÔMICA FEDERAL;2563;2982867,26
202405;1;MG;51884;INTER;1177;1268030,53
202405;1;MG;10069;ITAU;846;1010324,32
202405;1;MG;52058;NUBANK;3429;3945033,96
202405;1;MG;30379;SANTANDER;497;494077,10
202405;1;MG;51011;VOTORANTIM;10;10166,99
202405;1;MS;49906;BB;149;176129,64
202405;1;MS;30290;BMG;1;607,64
202405;1;MS;10045;BRADESCO;148;156217,15
202405;1;MS;49944;BTG PACTUAL;503;799913,18
202405;1;MS;52072;C6 BANK;2;856,76
202405;1;MS;51626;CAIXA ECONÔMICA FEDERAL;468;472177,59
202405;1;MS;51884;INTER;122;120508,30
202405;1;MS;10069;ITAU;78;91429,04
202405;1;MS;52058;NUBANK;726;774242,52
202405;1;MS;30379;SANTANDER;112;96847,87
202405;1;MS;51011;VOTORANTIM;4;2982,42
202405;1;MT;51750;BANCO SICOOB;4;11532,03
202405;1;MT;49906;BB;180;247809,20
202405;1;MT;30290;BMG;1;2808,22
202405;1;MT;10045;BRADESCO;83;100445,20
202405;1;MT;49944;BTG PACTUAL;467;745935,12
202405;1;MT;52072;C6 BANK;8;11447,35
202405;1;MT;51626;CAIXA ECONÔMICA FEDERAL;302;456934,91
202405;1;MT;2015588;CCLA DO CENTRO SUL RONDONIENSE;1;2505,50
202405;1;MT;51884;INTER;122;174272,79
202405;1;MT;10069;ITAU;78;112546,70
202405;1;MT;52058;NUBANK;647;894454,25
202405;1;MT;30379;SANTANDER;105;108465,88
202405;1;MT;51011;VOTORANTIM;3;6680,97
202405;1;PA;51750;BANCO SICOOB;1;557,30
202405;1;PA;30173;BANRISUL;1;4996,12
202405;1;PA;49906;BB;313;335831,57
202405;1;PA;4913711;BCO DO EST. DO PA S.A.;13;36347,57
202405;1;PA;30290;BMG;5;5604,43
202405;1;PA;10045;BRADESCO;217;202642,15
202405;1;PA;49944;BTG PACTUAL;932;1141109,87
202405;1;PA;52072;C6 BANK;8;6778,93
202405;1;PA;51626;CAIXA ECONÔMICA FEDERAL;660;619720,04
202405;1;PA;51884;INTER;353;330388,51
202405;1;PA;10069;ITAU;222;228676,83
202405;1;PA;52058;NUBANK;1447;1226476,25
202405;1;PA;30379;SANTANDER;174;133327,10
202405;1;PA;51011;VOTORANTIM;3;6027,60
202405;1;PB;51750;BANCO SICOOB;1;995,46
202405;1;PB;30173;BANRISUL;2;1389,30
202405;1;PB;49906;BB;206;245761,39
202405;1;PB;30290;BMG;2;3913,44
202405;1;PB;10045;BRADESCO;113;110788,66
202405;1;PB;49944;BTG PACTUAL;638;846470,51
202405;1;PB;52072;C6 BANK;6;17710,80
202405;1;PB;51626;CAIXA ECONÔMICA FEDERAL;430;405698,24
202405;1;PB;51884;INTER;143;149472,32
202405;1;PB;10069;ITAU;105;106224,69
202405;1;PB;52058;NUBANK;721;719903,32
202405;1;PB;30379;SANTANDER;102;76360,31
202405;1;PB;51011;VOTORANTIM;3;7012,37
202405;1;PE;49906;BB;317;379530,44
202405;1;PE;30290;BMG;10;14446,17
202405;1;PE;10045;BRADESCO;266;286849,76
202405;1;PE;49944;BTG PACTUAL;1297;1634143,02
202405;1;PE;52072;C6 BANK;10;9530,54
202405;1;PE;51626;CAIXA ECONÔMICA FEDERAL;1097;1078235,59
202405;1;PE;51884;INTER;352;355542,28
202405;1;PE;10069;ITAU;318;313582,05
202405;1;PE;52058;NUBANK;1699;1602023,46
202405;1;PE;30379;SANTANDER;262;196729,11
202405;1;PE;51011;VOTORANTIM;8;12415,81
202405;1;PI;30173;BANRISUL;1;698,02
202405;1;PI;49906;BB;171;213970,61
202405;1;PI;30290;BMG;2;773,00
202405;1;PI;10045;BRADESCO;48;47241,24
202405;1;PI;49944;BTG PACTUAL;360;540573,76
202405;1;PI;52072;C6 BANK;4;2990,87
202405;1;PI;51626;CAIXA ECONÔMICA FEDERAL;270;277479,66
202405;1;PI;51884;INTER;98;89930,92
202405;1;PI;10069;ITAU;46;42021,25
202405;1;PI;52058;NUBANK;553;579611,68
202405;1;PI;30379;SANTANDER;60;56841,59
202405;1;PI;51011;VOTORANTIM;3;3852,87
202405;1;PR;51750;BANCO SICOOB;7;13600,13
202405;1;PR;30173;BANRISUL;3;3048,36
202405;1;PR;49906;BB;296;366839,58
202405;1;PR;30290;BMG;8;8168,10
202405;1;PR;10045;BRADESCO;312;381463,07
202405;1;PR;49944;BTG PACTUAL;1598;2383494,63
202405;1;PR;52072;C6 BANK;19;23306,31
202405;1;PR;51626;CAIXA ECONÔMICA FEDERAL;1102;1216158,47
202405;1;PR;2466552;CC SICOOB VALE SUL;2;586,74
202405;1;PR;78825270;CCLA MAXI ALFA;1;4568,36
202405;1;PR;51884;INTER;285;328670,36
202405;1;PR;10069;ITAU;514;666931,01
202405;1;PR;52058;NUBANK;1949;2270534,87
202405;1;PR;30379;SANTANDER;252;220808,18
202405;1;PR;51011;VOTORANTIM;9;13848,73
202405;1;RJ;51750;BANCO SICOOB;5;8566,69
202405;1;RJ;30173;BANRISUL;2;2566,60
202405;1;RJ;49906;BB;507;559468,16
202405;1;RJ;30290;BMG;13;11514,09
202405;1;RJ;10045;BRADESCO;824;861273,58
202405;1;RJ;49944;BTG PACTUAL;3053;3801466,81
202405;1;RJ;52072;C6 BANK;42;51920,23
202405;1;RJ;51626;CAIXA ECONÔMICA FEDERAL;2609;2577782,35
202405;1;RJ;51884;INTER;877;829774,36
202405;1;RJ;10069;ITAU;1614;1727584,28
202405;1;RJ;52058;NUBANK;4590;4329167,67
202405;1;RJ;30379;SANTANDER;977;684566,88
202405;1;RJ;51011;VOTORANTIM;9;11183,18
202405;1;RN;51750;BANCO SICOOB;1;223,79
202405;1;RN;49906;BB;207;252697,66
202405;1;RN;30290;BMG;4;12883,18
202405;1;RN;10045;BRADESCO;66;74845,08
202405;1;RN;49944;BTG PACTUAL;542;737190,05
202405;1;RN;52072;C6 BANK;3;4483,52
202405;1;RN;51626;CAIXA ECONÔMICA FEDERAL;354;367804,97
202405;1;RN;51884;INTER;108;128318,36
202405;1;RN;10069;ITAU;84;82121,31
202405;1;RN;52058;NUBANK;654;661266,43
202405;1;RN;30379;SANTANDER;73;52071,56
202405;1;RN;51011;VOTORANTIM;2;927,85
202405;1;RO;51750;BANCO SICOOB;5;10811,24
202405;1;RO;49906;BB;123;178039,99
202405;1;RO;30290;BMG;3;8847,01
202405;1;RO;10045;BRADESCO;71;95716,77
202405;1;RO;49944;BTG PACTUAL;255;364146,41
202405;1;RO;52072;C6 BANK;2;2847,59
202405;1;RO;51626;CAIXA ECONÔMICA FEDERAL;245;318997,53
202405;1;RO;4751713;CC INV DE RONDÔNIA - SICOOB CREDJURD;2;2897,90
202405;1;RO;8044854;CC INVESTIMENTO SICOOB CENTRO;6;5570,19
202405;1;RO;2015588;CCLA DO CENTRO SUL RONDONIENSE;2;1505,85
202405;1;RO;51884;INTER;83;100752,22
202405;1;RO;10069;ITAU;40;62957,90
202405;1;RO;52058;NUBANK;459;525268,85
202405;1;RO;30379;SANTANDER;53;36406,58
202405;1;RO;5203605;SICOOB AMAZÔNIA;2;3062,01
202405;1;RO;3632872;SICOOB CREDISUL;3;4837,04
202405;1;RO;51011;VOTORANTIM;1;4590,83
202405;1;RR;49906;BB;50;60445,95
202405;1;RR;10045;BRADESCO;11;6700,79
202405;1;RR;49944;BTG PACTUAL;91;139683,12
202405;1;RR;52072;C6 BANK;1;2347,12
202405;1;RR;51626;CAIXA ECONÔMICA FEDERAL;68;82137,69
202405;1;RR;51884;INTER;34;37944,91
202405;1;RR;10069;ITAU;24;24585,54
202405;1;RR;52058;NUBANK;172;177396,16
202405;1;RR;30379;SANTANDER;20;17820,59
202405;1;RS;51750;BANCO SICOOB;2;3246,24
202405;1;RS;30173;BANRISUL;85;101688,50
202405;1;RS;49906;BB;255;313957,56
202405;1;RS;30290;BMG;1;308,33
202405;1;RS;10045;BRADESCO;198;187531,98
202405;1;RS;49944;BTG PACTUAL;1364;1892357,28
202405;1;RS;52072;C6 BANK;15;17820,49
202405;1;RS;51626;CAIXA ECONÔMICA FEDERAL;1507;1660635,96
202405;1;RS;51884;INTER;279;320930,93
202405;1;RS;10069;ITAU;288;292637,20
202405;1;RS;52058;NUBANK;1743;1814282,47
202405;1;RS;30379;SANTANDER;288;253428,69
202405;1;RS;51011;VOTORANTIM;3;6959,51
202405;1;SC;51750;BANCO SICOOB;7;7690,33
202405;1;SC;30173;BANRISUL;1;538,59
202405;1;SC;49906;BB;211;279394,07
202405;1;SC;30290;BMG;3;956,34
202405;1;SC;10045;BRADESCO;147;236047,57
202405;1;SC;49944;BTG PACTUAL;955;1537214,87
202405;1;SC;52072;C6 BANK;15;14458,13
202405;1;SC;51626;CAIXA ECONÔMICA FEDERAL;679;860469,21
202405;1;SC;78825270;CCLA MAXI ALFA;4;11085,43
202405;1;SC;2090126;CCLA SICOOB VALCREDI SUL;1;403,58
202405;1;SC;51884;INTER;199;264633,25
202405;1;SC;10069;ITAU;176;245418,32
202405;1;SC;52058;NUBANK;1090;1446441,70
202405;1;SC;30379;SANTANDER;140;134915,47
202405;1;SC;51011;VOTORANTIM;4;6761,78
202405;1;SE;49906;BB;95;107900,88
202405;1;SE;10045;BRADESCO;32;30117,17
202405;1;SE;49944;BTG PACTUAL;352;452297,82
202405;1;SE;52072;C6 BANK;3;2513,53
202405;1;SE;51626;CAIXA ECONÔMICA FEDERAL;212;175940,60
202405;1;SE;51884;INTER;64;57168,42
202405;1;SE;10069;ITAU;39;38488,96
202405;1;SE;52058;NUBANK;424;451971,01
202405;1;SE;30379;SANTANDER;29;18718,98
202405;1;SP;51750;BANCO SICOOB;12;15011,60
202405;1;SP;30173;BANRISUL;2;1394,37
202405;1;SP;49906;BB;1389;1673388,81
202405;1;SP;30290;BMG;36;43894,47
202405;1;SP;10045;BRADESCO;1984;2192858,89
202405;1;SP;49944;BTG PACTUAL;8367;11436993,15
202405;1;SP;52072;C6 BANK;106;136244,79
202405;1;SP;51626;CAIXA ECONÔMICA FEDERAL;4823;5063652,37
202405;1;SP;68969625;CECM EMP USAGRO;1;782,17
202405;1;SP;51884;INTER;1717;1814194,86
202405;1;SP;10069;ITAU;3194;3584706,47
202405;1;SP;52058;NUBANK;10291;10790943,14
202405;1;SP;30379;SANTANDER;2077;1598249,79
202405;1;SP;51011;VOTORANTIM;44;51157,76
202405;1;TO;51750;BANCO SICOOB;2;4499,53
202405;1;TO;49906;BB;57;64498,95
202405;1;TO;30290;BMG;1;1998,56
202405;1;TO;10045;BRADESCO;16;19368,76
202405;1;TO;49944;BTG PACTUAL;123;165879,53
202405;1;TO;51626;CAIXA ECONÔMICA FEDERAL;83;80201,10
202405;1;TO;51884;INTER;32;26758,36
202405;1;TO;10069;ITAU;18;12026,14
202405;1;TO;52058;NUBANK;166;160160,60
202405;1;TO;30379;SANTANDER;19;11443,58
202405;2;AL;10045;BRADESCO;1;400,74
202405;2;AL;51011;VOTORANTIM;1;9166,67
202405;2;AM;10045;BRADESCO;4;35369,51
202405;2;AM;51011;VOTORANTIM;1;549,36
202405;2;BA;10045;BRADESCO;5;33698,14
202405;2;BA;52072;C6 BANK;1;209,06
202405;2;BA;51011;VOTORANTIM;1;2265,13
202405;2;CE;10045;BRADESCO;7;13141,09
202405;2;CE;51011;VOTORANTIM;3;13896,11
202405;2;DF;10045;BRADESCO;5;61336,37
202405;2;DF;51011;VOTORANTIM;1;3091,13
202405;2;ES;10045;BRADESCO;3;17930,96
202405;2;ES;51011;VOTORANTIM;1;1551,19
202405;2;GO;10045;BRADESCO;3;8877,49
202405;2;GO;52072;C6 BANK;1;133,12
202405;2;GO;51011;VOTORANTIM;7;33110,44
202405;2;MA;10045;BRADESCO;5;98647,91
202405;2;MA;51011;VOTORANTIM;2;7061,57
202405;2;MG;10045;BRADESCO;17;114269,70
202405;2;MG;10069;ITAU;1;14275,95
202405;2;MG;30379;SANTANDER;2;125,28
202405;2;MG;51011;VOTORANTIM;12;47305,20
202405;2;MS;10045;BRADESCO;1;1,85
202405;2;MS;51011;VOTORANTIM;1;4501,40
202405;2;MT;10045;BRADESCO;4;21568,19
202405;2;MT;51011;VOTORANTIM;3;1840,98
202405;2;PA;10045;BRADESCO;20;162821,04
202405;2;PB;10045;BRADESCO;4;68331,70
202405;2;PB;51011;VOTORANTIM;2;10010,77
202405;2;PE;10045;BRADESCO;16;215584,05
202405;2;PE;52072;C6 BANK;1;199,65
202405;2;PI;10045;BRADESCO;1;29,66
202405;2;PI;52072;C6 BANK;1;208,86
202405;2;PI;51011;VOTORANTIM;1;2378,26
202405;2;PR;10045;BRADESCO;32;417772,19
202405;2;PR;51011;VOTORANTIM;11;56576,64
202405;2;RJ;10045;BRADESCO;54;1114870,71
202405;2;RJ;52072;C6 BANK;7;2333,56
202405;2;RJ;10069;ITAU;2;123,10
202405;2;RJ;30379;SANTANDER;1;13,27
202405;2;RJ;51011;VOTORANTIM;2;4841,31
202405;2;RN;51011;VOTORANTIM;2;13250,88
202405;2;RO;10045;BRADESCO;4;31470,81
202405;2;RR;10045;BRADESCO;1;1599,13
202405;2;RR;51011;VOTORANTIM;1;13688,32
202405;2;RS;10045;BRADESCO;10;95990,26
202405;2;RS;51011;VOTORANTIM;11;23981,92
202405;2;SC;10045;BRADESCO;7;71061,87
202405;2;SC;51011;VOTORANTIM;7;15723,41
202405;2;SP;10045;BRADESCO;111;1425552,73
202405;2;SP;52072;C6 BANK;5;794,28
202405;2;SP;10069;ITAU;3;274,40
202405;2;SP;30379;SANTANDER;7;230,34
202405;2;SP;51011;VOTORANTIM;30;112773,53
202405;2;TO;10045;BRADESCO;1;3886,14
202405;2;TO;51011;VOTORANTIM;1;2200,46
202405;3;AC;10045;BRADESCO;5;889867,65
202405;3;AL;49906;BB;5;104388,64
202405;3;AL;10045;BRADESCO;26;1715339,98
202405;3;AM;49906;BB;2;133399,37
202405;3;AM;10045;BRADESCO;35;2651041,16
202405;3;AP;49906;BB;2;836740,47
202405;3;AP;10045;BRADESCO;4;253163,71
202405;3;BA;49906;BB;25;1168201,28
202405;3;BA;10045;BRADESCO;97;6756029,09
202405;3;CE;49906;BB;22;1097018,94
202405;3;CE;10045;BRADESCO;35;1993328,05
202405;3;DF;49906;BB;13;1390444,74
202405;3;DF;10045;BRADESCO;8;255017,46
202405;3;ES;49906;BB;2;14188,01
202405;3;ES;10045;BRADESCO;15;1170259,52
202405;3;GO;49906;BB;20;1228326,07
202405;3;GO;10045;BRADESCO;39;4283249,28
202405;3;MA;49906;BB;16;1247180,30
202405;3;MA;10045;BRADESCO;36;2596672,90
202405;3;MG;49906;BB;32;2950499,99
202405;3;MG;10045;BRADESCO;106;6481845,00
202405;3;MS;49906;BB;9;482325,86
202405;3;MS;10045;BRADESCO;31;1591419,55
202405;3;MT;49906;BB;7;675806,26
202405;3;MT;10045;BRADESCO;23;1055728,19
202405;3;PA;49906;BB;13;1580347,86
202405;3;PA;10045;BRADESCO;44;3981665,67
202405;3;PB;49906;BB;7;291524,65
202405;3;PB;10045;BRADESCO;22;875865,60
202405;3;PE;49906;BB;13;675515,89
202405;3;PE;10045;BRADESCO;38;2044808,04
202405;3;PI;49906;BB;12;316561,57
202405;3;PI;10045;BRADESCO;15;695608,55
202405;3;PR;49906;BB;29;3406121,70
202405;3;PR;10045;BRADESCO;111;9799377,26
202405;3;RJ;49906;BB;8;301681,88
202405;3;RJ;10045;BRADESCO;124;13053165,39
202405;3;RN;49906;BB;13;733911,40
202405;3;RN;10045;BRADESCO;12;1730044,69
202405;3;RO;49906;BB;5;89434,41
202405;3;RO;10045;BRADESCO;3;100192,88
202405;3;RR;49906;BB;3;56975,53
202405;3;RR;10045;BRADESCO;2;144223,15
202405;3;RS;49906;BB;20;774719,04
202405;3;RS;10045;BRADESCO;66;4000032,69
202405;3;SC;49906;BB;13;779031,03
202405;3;SC;10045;BRADESCO;56;5475881,77
202405;3;SE;49906;BB;2;18235,00
202405;3;SE;10045;BRADESCO;4;60477,94
202405;3;SP;49906;BB;73;3112433,83
202405;3;SP;10045;BRADESCO;568;45150202,70
202405;3;TO;49906;BB;6;126683,05
202405;3;TO;10045;BRADESCO;16;910559,24
202406;1;AC;52058;NUBANK;8;1213,78
202406;1;AC;30379;SANTANDER;4;367,09
202406;1;AL;49906;BB;1;201,00
202406;1;AL;10045;BRADESCO;3;1694,98
202406;1;AL;49944;BTG PACTUAL;8;1478,68
202406;1;AL;52072;C6 BANK;1;200,94
202406;1;AL;51626;CAIXA ECONÔMICA FEDERAL;2;404,22
202406;1;AL;51884;INTER;7;3849,86
202406;1;AL;10069;ITAU;2;208,66
202406;1;AL;52058;NUBANK;16;2654,13
202406;1;AL;30379;SANTANDER;8;499,42
202406;1;AM;49906;BB;1;201,67
202406;1;AM;10045;BRADESCO;44;66730,85
202406;1;AM;49944;BTG PACTUAL;14;2521,34
202406;1;AM;51626;CAIXA ECONÔMICA FEDERAL;2;402,48
202406;1;AM;51884;INTER;21;11710,43
202406;1;AM;10069;ITAU;3;485,87
202406;1;AM;52058;NUBANK;22;3275,23
202406;1;AM;30379;SANTANDER;56;5395,30
202406;1;AP;49944;BTG PACTUAL;1;201,52
202406;1;AP;51884;INTER;2;1917,96
202406;1;AP;52058;NUBANK;9;1326,87
202406;1;AP;30379;SANTANDER;7;269,73
202406;1;BA;49906;BB;6;1038,65
202406;1;BA;10045;BRADESCO;23;18242,20
202406;1;BA;49944;BTG PACTUAL;27;4189,47
202406;1;BA;52072;C6 BANK;1;117,19
202406;1;BA;51626;CAIXA ECONÔMICA FEDERAL;9;1817,68
202406;1;BA;51884;INTER;30;20932,99
202406;1;BA;10069;ITAU;3;434,63
202406;1;BA;52058;NUBANK;71;10847,84
202406;1;BA;30379;SANTANDER;96;8182,20
202406;1;CE;49906;BB;3;267,90
202406;1;CE;30290;BMG;1;200,59
202406;1;CE;10045;BRADESCO;3;1892,92
202406;1;CE;49944;BTG PACTUAL;21;3326,83
202406;1;CE;52072;C6 BANK;1;201,96
202406;1;CE;51626;CAIXA ECONÔMICA FEDERAL;4;704,01
202406;1;CE;51884;INTER;31;19396,07
202406;1;CE;10069;ITAU;5;844,58
202406;1;CE;52058;NUBANK;47;6161,53
202406;1;CE;30379;SANTANDER;86;6404,24
202406;1;DF;49906;BB;1;201,90
202406;1;DF;10045;BRADESCO;7;7258,74
202406;1;DF;49944;BTG PACTUAL;11;1922,84
202406;1;DF;51884;INTER;5;6535,39
202406;1;DF;10069;ITAU;3;509,25
202406;1;DF;52058;NUBANK;17;2126,14
202406;1;DF;30379;SANTANDER;30;2822,68
202406;1;ES;10045;BRADESCO;9;6317,45
202406;1;ES;49944;BTG PACTUAL;6;947,21
202406;1;ES;51884;INTER;5;5147,95
202406;1;ES;10069;ITAU;1;50,58
202406;1;ES;52058;NUBANK;18;2564,84
202406;1;ES;30379;SANTANDER;28;2395,29
202406;1;GO;49906;BB;4;765,69
202406;1;GO;10045;BRADESCO;13;14427,64
202406;1;GO;49944;BTG PACTUAL;8;1320,11
202406;1;GO;51626;CAIXA ECONÔMICA FEDERAL;2;401,24
202406;1;GO;51884;INTER;14;14333,57
202406;1;GO;10069;ITAU;3;400,79
202406;1;GO;52058;NUBANK;27;3788,17
202406;1;GO;30379;SANTANDER;59;5036,42
202406;1;MA;49906;BB;4;712,29
202406;1;MA;10045;BRADESCO;11;2480,14
202406;1;MA;49944;BTG PACTUAL;4;711,03
202406;1;MA;51626;CAIXA ECONÔMICA FEDERAL;3;488,54
202406;1;MA;51884;INTER;7;7635,31
202406;1;MA;10069;ITAU;1;202,02
202406;1;MA;52058;NUBANK;28;3945,59
202406;1;MA;30379;SANTANDER;39;3209,33
202406;1;MG;49906;BB;1;201,81
202406;1;MG;30290;BMG;1;202,87
202406;1;MG;10045;BRADESCO;24;16229,60
202406;1;MG;49944;BTG PACTUAL;36;5801,88
202406;1;MG;52072;C6 BANK;1;203,86
202406;1;MG;51626;CAIXA ECONÔMICA FEDERAL;16;3079,99
202406;1;MG;51884;INTER;70;51341,84
202406;1;MG;10069;ITAU;12;2021,31
202406;1;MG;52058;NUBANK;81;11694,18
202406;1;MG;30379;SANTANDER;170;15936,06
202406;1;MG;51011;VOTORANTIM;1;203,84
202406;1;MS;49906;BB;3;459,94
202406;1;MS;10045;BRADESCO;29;23639,81
202406;1;MS;49944;BTG PACTUAL;6;725,70
202406;1;MS;51626;CAIXA ECONÔMICA FEDERAL;3;603,87
202406;1;MS;51884;INTER;5;4288,85
202406;1;MS;52058;NUBANK;19;2431,30
202406;1;MS;30379;SANTANDER;30;2163,32
