Data,1178 - % a.a.,11 - % a.d.,Tx. %acum.
26/03/2010,"8,65","0,032927","22.343,26"
29/03/2010,"8,65","0,032927","22.350,65"
30/03/2010,"8,65","0,032927","22.358,04"
31/03/2010,"8,65","0,032927","22.365,44"
01/04/2010,"8,65","0,032927","22.372,84"
05/04/2010,"8,65","0,032927","22.380,24"
06/04/2010,"8,65","0,032927","22.387,64"
07/04/2010,"8,65","0,032927","22.395,04"
08/04/2010,"8,65","0,032927","22.402,45"
09/04/2010,"8,65","0,032927","22.409,86"
12/04/2010,"8,65","0,032927","22.417,27"
13/04/2010,"8,65","0,032927","22.424,69"
14/04/2010,"8,65","0,032927","22.432,10"
15/04/2010,"8,65","0,032927","22.439,52"
16/04/2010,"8,65","0,032927","22.446,94"
19/04/2010,"8,65","0,032927","22.454,37"
20/04/2010,"8,65","0,032927","22.461,79"
22/04/2010,"8,65","0,032927","22.469,22"
23/04/2010,"8,64","0,03289","22.476,64"
26/04/2010,"8,64","0,03289","22.484,07"
27/04/2010,"8,64","0,03289","22.491,50"
28/04/2010,"8,64","0,03289","22.498,93"
29/04/2010,"9,39","0,035621","22.506,98"
30/04/2010,"9,4","0,035657","22.515,04"
03/05/2010,"9,4","0,035657","22.523,10"
04/05/2010,"9,4","0,035657","22.531,17"
05/05/2010,"9,4","0,035657","22.539,24"
06/05/2010,"9,4","0,035657","22.547,31"
07/05/2010,"9,4","0,035657","22.555,39"
10/05/2010,"9,4","0,035657","22.563,47"
11/05/2010,"9,4","0,035657","22.571,55"
12/05/2010,"9,4","0,035657","22.579,63"
13/05/2010,"9,4","0,035657","22.587,72"
14/05/2010,"9,4","0,035657","22.595,81"
17/05/2010,"9,4","0,035657","22.603,90"
18/05/2010,"9,4","0,035657","22.612,00"
19/05/2010,"9,4","0,035657","22.620,09"
20/05/2010,"9,4","0,035657","22.628,20"
21/05/2010,"9,4","0,035657","22.636,30"
24/05/2010,"9,39","0,035621","22.644,40"
25/05/2010,"9,4","0,035657","22.652,51"
26/05/2010,"9,4","0,035657","22.660,62"
27/05/2010,"9,4","0,035657","22.668,74"
28/05/2010,"9,39","0,035621","22.676,85"
31/05/2010,"9,39","0,035621","22.684,96"
01/06/2010,"9,4","0,035657","22.693,09"
02/06/2010,"9,4","0,035657","22.701,21"
04/06/2010,"9,4","0,035657","22.709,34"
07/06/2010,"9,4","0,035657","22.717,48"
08/06/2010,"9,4","0,035657","22.725,61"
09/06/2010,"9,4","0,035657","22.733,75"
10/06/2010,"10,15","0,03837","22.742,51"
11/06/2010,"10,15","0,03837","22.751,28"
14/06/2010,"10,15","0,03837","22.760,05"
15/06/2010,"10,15","0,03837","22.768,82"
16/06/2010,"10,15","0,03837","22.777,59"
17/06/2010,"10,15","0,03837","22.786,37"
18/06/2010,"10,15","0,03837","22.795,15"
21/06/2010,"10,15","0,03837","22.803,94"
22/06/2010,"10,15","0,03837","22.812,72"
23/06/2010,"10,15","0,03837","22.821,52"
24/06/2010,"10,15","0,03837","22.830,31"
25/06/2010,"10,15","0,03837","22.839,11"
28/06/2010,"10,16","0,038406","22.847,92"
29/06/2010,"10,16","0,038406","22.856,73"
30/06/2010,"10,16","0,038406","22.865,55"
01/07/2010,"10,16","0,038406","22.874,37"
02/07/2010,"10,16","0,038406","22.883,19"
05/07/2010,"10,16","0,038406","22.892,02"
06/07/2010,"10,16","0,038406","22.900,85"
07/07/2010,"10,16","0,038406","22.909,68"
08/07/2010,"10,16","0,038406","22.918,52"
09/07/2010,"10,16","0,038406","22.927,36"
12/07/2010,"10,16","0,038406","22.936,21"
13/07/2010,"10,16","0,038406","22.945,05"
14/07/2010,"10,16","0,038406","22.953,90"
15/07/2010,"10,16","0,038406","22.962,76"
16/07/2010,"10,16","0,038406","22.971,61"
19/07/2010,"10,16","0,038406","22.980,48"
20/07/2010,"10,16","0,038406","22.989,34"
21/07/2010,"10,16","0,038406","22.998,21"
22/07/2010,"10,66","0,040203","23.007,49"
23/07/2010,"10,66","0,040203","23.016,78"
26/07/2010,"10,66","0,040203","23.026,08"
27/07/2010,"10,66","0,040203","23.035,37"
28/07/2010,"10,66","0,040203","23.044,68"
29/07/2010,"10,66","0,040203","23.053,98"
30/07/2010,"10,66","0,040203","23.063,29"
02/08/2010,"10,66","0,040203","23.072,60"
03/08/2010,"10,66","0,040203","23.081,92"
04/08/2010,"10,66","0,040203","23.091,24"
05/08/2010,"10,66","0,040203","23.100,56"
06/08/2010,"10,66","0,040203","23.109,89"
09/08/2010,"10,66","0,040203","23.119,22"
10/08/2010,"10,66","0,040203","23.128,55"
11/08/2010,"10,66","0,040203","23.137,89"
12/08/2010,"10,66","0,040203","23.147,24"
13/08/2010,"10,66","0,040203","23.156,58"
16/08/2010,"10,66","0,040203","23.165,93"
17/08/2010,"10,66","0,040203","23.175,28"
18/08/2010,"10,66","0,040203","23.184,64"
19/08/2010,"10,66","0,040203","23.194,00"
20/08/2010,"10,66","0,040203","23.203,37"
23/08/2010,"10,66","0,040203","23.212,74"
24/08/2010,"10,66","0,040203","23.222,11"
25/08/2010,"10,66","0,040203","23.231,49"
26/08/2010,"10,66","0,040203","23.240,87"
27/08/2010,"10,66","0,040203","23.250,25"
30/08/2010,"10,66","0,040203","23.259,64"
31/08/2010,"10,66","0,040203","23.269,03"
01/09/2010,"10,66","0,040203","23.278,42"
02/09/2010,"10,66","0,040203","23.287,82"
03/09/2010,"10,66","0,040203","23.297,22"
06/09/2010,"10,66","0,040203","23.306,63"
08/09/2010,"10,66","0,040203","23.316,04"
09/09/2010,"10,66","0,040203","23.325,45"
10/09/2010,"10,66","0,040203","23.334,87"
13/09/2010,"10,66","0,040203","23.344,29"
14/09/2010,"10,66","0,040203","23.353,72"
15/09/2010,"10,66","0,040203","23.363,15"
16/09/2010,"10,66","0,040203","23.372,58"
17/09/2010,"10,66","0,040203","23.382,02"
20/09/2010,"10,66","0,040203","23.391,46"
21/09/2010,"10,66","0,040203","23.400,90"
22/09/2010,"10,66","0,040203","23.410,35"
23/09/2010,"10,66","0,040203","23.419,80"
24/09/2010,"10,66","0,040203","23.429,26"
27/09/2010,"10,66","0,040203","23.438,72"
28/09/2010,"10,66","0,040203","23.448,18"
29/09/2010,"10,66","0,040203","23.457,65"
30/09/2010,"10,66","0,040203","23.467,12"
01/10/2010,"10,66","0,040203","23.476,59"
04/10/2010,"10,66","0,040203","23.486,07"
05/10/2010,"10,66","0,040203","23.495,55"
06/10/2010,"10,66","0,040203","23.505,04"
07/10/2010,"10,66","0,040203","23.514,53"
08/10/2010,"10,66","0,040203","23.524,02"
11/10/2010,"10,66","0,040203","23.533,52"
13/10/2010,"10,66","0,040203","23.543,02"
14/10/2010,"10,66","0,040203","23.552,53"
15/10/2010,"10,66","0,040203","23.562,04"
18/10/2010,"10,66","0,040203","23.571,55"
19/10/2010,"10,66","0,040203","23.581,07"
20/10/2010,"10,66","0,040203","23.590,59"
21/10/2010,"10,66","0,040203","23.600,11"
22/10/2010,"10,66","0,040203","23.609,64"
25/10/2010,"10,66","0,040203","23.619,17"
26/10/2010,"10,66","0,040203","23.628,71"
27/10/2010,"10,66","0,040203","23.638,25"
28/10/2010,"10,66","0,040203","23.647,79"
29/10/2010,"10,66","0,040203","23.657,34"
01/11/2010,"10,66","0,040203","23.666,89"
03/11/2010,"10,66","0,040203","23.676,44"
04/11/2010,"10,66","0,040203","23.686,00"
05/11/2010,"10,66","0,040203","23.695,57"
08/11/2010,"10,66","0,040203","23.705,13"
09/11/2010,"10,66","0,040203","23.714,70"
10/11/2010,"10,66","0,040203","23.724,28"
11/11/2010,"10,66","0,040203","23.733,86"
12/11/2010,"10,66","0,040203","23.743,44"
16/11/2010,"10,66","0,040203","23.753,02"
17/11/2010,"10,66","0,040203","23.762,61"
18/11/2010,"10,66","0,040203","23.772,21"
19/11/2010,"10,66","0,040203","23.781,80"
22/11/2010,"10,66","0,040203","23.791,40"
23/11/2010,"10,66","0,040203","23.801,01"
24/11/2010,"10,66","0,040203","23.810,62"
25/11/2010,"10,66","0,040203","23.820,23"
26/11/2010,"10,66","0,040203","23.829,85"
29/11/2010,"10,66","0,040203","23.839,47"
30/11/2010,"10,66","0,040203","23.849,09"
01/12/2010,"10,66","0,040203","23.858,72"
02/12/2010,"10,66","0,040203","23.868,35"
03/12/2010,"10,66","0,040203","23.877,99"
06/12/2010,"10,66","0,040203","23.887,63"
07/12/2010,"10,66","0,040203","23.897,27"
08/12/2010,"10,66","0,040203","23.906,92"
09/12/2010,"10,66","0,040203","23.916,57"
10/12/2010,"10,66","0,040203","23.926,23"
13/12/2010,"10,66","0,040203","23.935,89"
14/12/2010,"10,66","0,040203","23.945,55"
15/12/2010,"10,66","0,040203","23.955,22"
16/12/2010,"10,67","0,040239","23.964,90"
17/12/2010,"10,66","0,040203","23.974,57"
20/12/2010,"10,66","0,040203","23.984,25"
21/12/2010,"10,66","0,040203","23.993,93"
22/12/2010,"10,66","0,040203","24.003,62"
23/12/2010,"10,66","0,040203","24.013,31"
24/12/2010,"10,66","0,040203","24.023,00"
27/12/2010,"10,66","0,040203","24.032,70"
28/12/2010,"10,66","0,040203","24.042,40"
29/12/2010,"10,66","0,040203","24.052,11"
30/12/2010,"10,67","0,040239","24.061,83"
31/12/2010,"10,67","0,040239","24.071,55"
04/01/2010,"10,67","0,040239","24.081,28"
04/01/2011,"10,66","0,040203","24.091,00"
05/01/2011,"10,67","0,040239","24.100,73"
06/01/2011,"10,66","0,040203","24.110,46"
07/01/2011,"10,67","0,040239","24.120,20"
10/01/2011,"10,66","0,040203","24.129,94"
11/01/2011,"10,66","0,040203","24.139,68"
12/01/2011,"10,66","0,040203","24.149,43"
13/01/2011,"10,66","0,040203","24.159,18"
14/01/2011,"10,66","0,040203","24.168,93"
17/01/2011,"10,66","0,040203","24.178,69"
18/01/2011,"10,66","0,040203","24.188,45"
19/01/2011,"10,66","0,040203","24.198,21"
20/01/2011,"11,16","0,041993","24.208,42"
21/01/2011,"11,16","0,041993","24.218,62"
24/01/2011,"11,16","0,041993","24.228,84"
25/01/2011,"11,16","0,041993","24.239,05"
26/01/2011,"11,16","0,041993","24.249,27"
27/01/2011,"11,17","0,042029","24.259,51"
28/01/2011,"11,17","0,042029","24.269,74"
31/01/2011,"11,17","0,042029","24.279,99"
01/02/2011,"11,16","0,041993","24.290,22"
02/02/2011,"11,17","0,042029","24.300,48"
03/02/2011,"11,17","0,042029","24.310,73"
04/02/2011,"11,17","0,042029","24.320,99"
07/02/2011,"11,17","0,042029","24.331,25"
08/02/2011,"11,17","0,042029","24.341,52"
09/02/2011,"11,17","0,042029","24.351,80"
10/02/2011,"11,17","0,042029","24.362,07"
11/02/2011,"11,17","0,042029","24.372,35"
14/02/2011,"11,17","0,042029","24.382,64"
15/02/2011,"11,17","0,042029","24.392,93"
16/02/2011,"11,17","0,042029","24.403,22"
17/02/2011,"11,17","0,042029","24.413,52"
18/02/2011,"11,17","0,042029","24.423,82"
21/02/2011,"11,17","0,042029","24.434,13"
22/02/2011,"11,17","0,042029","24.444,44"
23/02/2011,"11,17","0,042029","24.454,76"
24/02/2011,"11,17","0,042029","24.465,08"
25/02/2011,"11,17","0,042029","24.475,40"
28/02/2011,"11,17","0,042029","24.485,73"
01/03/2011,"11,17","0,042029","24.496,06"
02/03/2011,"11,17","0,042029","24.506,40"
03/03/2011,"11,67","0,04381","24.517,18"
04/03/2011,"11,67","0,04381","24.527,97"
09/03/2011,"11,67","0,04381","24.538,76"
10/03/2011,"11,67","0,04381","24.549,55"
11/03/2011,"11,67","0,04381","24.560,35"
14/03/2011,"11,67","0,04381","24.571,15"
15/03/2011,"11,67","0,04381","24.581,96"
16/03/2011,"11,67","0,04381","24.592,78"
17/03/2011,"11,67","0,04381","24.603,59"
18/03/2011,"11,67","0,04381","24.614,42"
21/03/2011,"11,67","0,04381","24.625,24"
22/03/2011,"11,67","0,04381","24.636,08"
23/03/2011,"11,67","0,04381","24.646,91"
24/03/2011,"11,67","0,04381","24.657,75"
25/03/2011,"11,67","0,04381","24.668,60"
28/03/2011,"11,67","0,04381","24.679,45"
29/03/2011,"11,67","0,04381","24.690,31"
30/03/2011,"11,67","0,04381","24.701,17"
31/03/2011,"11,67","0,04381","24.712,03"
01/04/2011,"11,67","0,04381","24.722,90"
04/04/2011,"11,67","0,04381","24.733,78"
05/04/2011,"11,67","0,04381","24.744,66"
06/04/2011,"11,67","0,04381","24.755,54"
07/04/2011,"11,67","0,04381","24.766,43"
08/04/2011,"11,67","0,04381","24.777,33"
11/04/2011,"11,67","0,04381","24.788,22"
12/04/2011,"11,67","0,04381","24.799,13"
13/04/2011,"11,67","0,04381","24.810,04"
14/04/2011,"11,67","0,04381","24.820,95"
15/04/2011,"11,67","0,04381","24.831,87"
18/04/2011,"11,67","0,04381","24.842,79"
19/04/2011,"11,67","0,04381","24.853,72"
20/04/2011,"11,67","0,04381","24.864,65"
25/04/2011,"11,92","0,044698","24.875,81"
26/04/2011,"11,92","0,044698","24.886,97"
27/04/2011,"11,92","0,044698","24.898,14"
28/04/2011,"11,92","0,044698","24.909,31"
29/04/2011,"11,92","0,044698","24.920,49"
02/05/2011,"11,92","0,044698","24.931,68"
03/05/2011,"11,92","0,044698","24.942,87"
04/05/2011,"11,92","0,044698","24.954,06"
05/05/2011,"11,92","0,044698","24.965,26"
06/05/2011,"11,92","0,044698","24.976,46"
09/05/2011,"11,92","0,044698","24.987,67"
10/05/2011,"11,92","0,044698","24.998,88"
11/05/2011,"11,92","0,044698","25.010,10"
12/05/2011,"11,92","0,044698","25.021,33"
13/05/2011,"11,92","0,044698","25.032,55"
16/05/2011,"11,92","0,044698","25.043,79"
17/05/2011,"11,92","0,044698","25.055,03"
18/05/2011,"11,92","0,044698","25.066,27"
19/05/2011,"11,92","0,044698","25.077,52"
20/05/2011,"11,92","0,044698","25.088,77"
23/05/2011,"11,92","0,044698","25.100,03"
24/05/2011,"11,92","0,044698","25.111,30"
25/05/2011,"11,92","0,044698","25.122,57"
26/05/2011,"11,92","0,044698","25.133,84"
27/05/2011,"11,92","0,044698","25.145,12"
30/05/2011,"11,92","0,044698","25.156,40"
31/05/2011,"11,92","0,044698","25.167,69"
01/06/2011,"11,92","0,044698","25.178,99"
02/06/2011,"11,92","0,044698","25.190,28"
03/06/2011,"11,92","0,044698","25.201,59"
06/06/2011,"11,92","0,044698","25.212,90"
07/06/2011,"11,92","0,044698","25.224,21"
08/06/2011,"11,92","0,044698","25.235,53"
09/06/2011,"12,17","0,045584","25.247,08"
10/06/2011,"12,17","0,045584","25.258,64"
13/06/2011,"12,17","0,045584","25.270,19"
14/06/2011,"12,17","0,045584","25.281,76"
15/06/2011,"12,17","0,045584","25.293,33"
16/06/2011,"12,17","0,045584","25.304,91"
17/06/2011,"12,17","0,045584","25.316,49"
20/06/2011,"12,17","0,045584","25.328,07"
21/06/2011,"12,17","0,045584","25.339,66"
22/06/2011,"12,17","0,045584","25.351,26"
24/06/2011,"12,17","0,045584","25.362,86"
27/06/2011,"12,17","0,045584","25.374,47"
28/06/2011,"12,17","0,045584","25.386,08"
29/06/2011,"12,17","0,045584","25.397,70"
30/06/2011,"12,17","0,045584","25.409,32"
01/07/2011,"12,17","0,045584","25.420,95"
04/07/2011,"12,17","0,045584","25.432,58"
05/07/2011,"12,17","0,045584","25.444,22"
06/07/2011,"12,17","0,045584","25.455,86"
07/07/2011,"12,17","0,045584","25.467,51"
08/07/2011,"12,17","0,045584","25.479,17"
11/07/2011,"12,17","0,045584","25.490,83"
12/07/2011,"12,17","0,045584","25.502,49"
13/07/2011,"12,17","0,045584","25.514,16"
14/07/2011,"12,17","0,045584","25.525,84"
15/07/2011,"12,17","0,045584","25.537,52"
18/07/2011,"12,17","0,045584","25.549,21"
19/07/2011,"12,17","0,045584","25.560,90"
20/07/2011,"12,17","0,045584","25.572,60"
21/07/2011,"12,42","0,046468","25.584,53"
22/07/2011,"12,42","0,046468","25.596,46"
25/07/2011,"12,42","0,046468","25.608,40"
26/07/2011,"12,42","0,046468","25.620,35"
27/07/2011,"12,42","0,046468","25.632,30"
28/07/2011,"12,42","0,046468","25.644,26"
29/07/2011,"12,42","0,046468","25.656,22"
01/08/2011,"12,42","0,046468","25.668,19"
02/08/2011,"12,42","0,046468","25.680,16"
03/08/2011,"12,42","0,046468","25.692,14"
04/08/2011,"12,42","0,046468","25.704,13"
05/08/2011,"12,42","0,046468","25.716,12"
08/08/2011,"12,42","0,046468","25.728,12"
09/08/2011,"12,42","0,046468","25.740,12"
10/08/2011,"12,42","0,046468","25.752,12"
11/08/2011,"12,42","0,046468","25.764,14"
12/08/2011,"12,42","0,046468","25.776,16"
15/08/2011,"12,42","0,046468","25.788,18"
16/08/2011,"12,42","0,046468","25.800,21"
17/08/2011,"12,42","0,046468","25.812,25"
18/08/2011,"12,42","0,046468","25.824,29"
19/08/2011,"12,42","0,046468","25.836,33"
22/08/2011,"12,42","0,046468","25.848,38"
23/08/2011,"12,42","0,046468","25.860,44"
24/08/2011,"12,42","0,046468","25.872,51"
25/08/2011,"12,41","0,046432","25.884,57"
26/08/2011,"12,41","0,046432","25.896,63"
29/08/2011,"12,41","0,046432","25.908,70"
30/08/2011,"12,41","0,046432","25.920,78"
31/08/2011,"12,41","0,046432","25.932,86"
01/09/2011,"11,91","0,044663","25.944,49"
02/09/2011,"11,91","0,044663","25.956,12"
05/09/2011,"11,91","0,044663","25.967,76"
06/09/2011,"11,91","0,044663","25.979,40"
08/09/2011,"11,91","0,044663","25.991,05"
09/09/2011,"11,91","0,044663","26.002,70"
12/09/2011,"11,91","0,044663","26.014,36"
13/09/2011,"11,91","0,044663","26.026,02"
14/09/2011,"11,91","0,044663","26.037,69"
15/09/2011,"11,91","0,044663","26.049,36"
16/09/2011,"11,91","0,044663","26.061,04"
19/09/2011,"11,9","0,044627","26.072,72"
20/09/2011,"11,9","0,044627","26.084,40"
21/09/2011,"11,9","0,044627","26.096,08"
22/09/2011,"11,9","0,044627","26.107,77"
23/09/2011,"11,9","0,044627","26.119,47"
26/09/2011,"11,9","0,044627","26.131,17"
27/09/2011,"11,9","0,044627","26.142,88"
28/09/2011,"11,9","0,044627","26.154,59"
29/09/2011,"11,9","0,044627","26.166,30"
30/09/2011,"11,9","0,044627","26.178,03"
03/10/2011,"11,9","0,044627","26.189,75"
04/10/2011,"11,9","0,044627","26.201,49"
05/10/2011,"11,9","0,044627","26.213,22"
06/10/2011,"11,9","0,044627","26.224,97"
07/10/2011,"11,9","0,044627","26.236,71"
10/10/2011,"11,9","0,044627","26.248,47"
11/10/2011,"11,9","0,044627","26.260,23"
13/10/2011,"11,9","0,044627","26.271,99"
14/10/2011,"11,9","0,044627","26.283,76"
17/10/2011,"11,9","0,044627","26.295,53"
18/10/2011,"11,9","0,044627","26.307,31"
19/10/2011,"11,89","0,044592","26.319,09"
20/10/2011,"11,4","0,042849","26.330,41"
21/10/2011,"11,4","0,042849","26.341,73"
24/10/2011,"11,4","0,042849","26.353,06"
25/10/2011,"11,4","0,042849","26.364,40"
26/10/2011,"11,4","0,042849","26.375,74"
27/10/2011,"11,4","0,042849","26.387,08"
28/10/2011,"11,4","0,042849","26.398,43"
31/10/2011,"11,4","0,042849","26.409,79"
01/11/2011,"11,4","0,042849","26.421,15"
03/11/2011,"11,4","0,042849","26.432,51"
04/11/2011,"11,4","0,042849","26.443,88"
07/11/2011,"11,4","0,042849","26.455,25"
08/11/2011,"11,4","0,042849","26.466,63"
09/11/2011,"11,4","0,042849","26.478,01"
10/11/2011,"11,4","0,042849","26.489,40"
11/11/2011,"11,4","0,042849","26.500,80"
14/11/2011,"11,4","0,042849","26.512,19"
16/11/2011,"11,4","0,042849","26.523,60"
17/11/2011,"11,4","0,042849","26.535,01"
18/11/2011,"11,4","0,042849","26.546,42"
21/11/2011,"11,4","0,042849","26.557,84"
22/11/2011,"11,4","0,042849","26.569,26"
23/11/2011,"11,4","0,042849","26.580,69"
24/11/2011,"11,4","0,042849","26.592,12"
25/11/2011,"11,4","0,042849","26.603,56"
28/11/2011,"11,4","0,042849","26.615,00"
29/11/2011,"11,4","0,042849","26.626,45"
30/11/2011,"11,4","0,042849","26.637,90"
01/12/2011,"10,9","0,041063","26.648,88"
02/12/2011,"10,9","0,041063","26.659,86"
05/12/2011,"10,9","0,041063","26.670,85"
06/12/2011,"10,9","0,041063","26.681,84"
07/12/2011,"10,9","0,041063","26.692,84"
08/12/2011,"10,9","0,041063","26.703,84"
09/12/2011,"10,9","0,041063","26.714,85"
12/12/2011,"10,9","0,041063","26.725,86"
13/12/2011,"10,9","0,041063","26.736,87"
14/12/2011,"10,9","0,041063","26.747,89"
15/12/2011,"10,9","0,041063","26.758,92"
16/12/2011,"10,9","0,041063","26.769,95"
19/12/2011,"10,9","0,041063","26.780,98"
20/12/2011,"10,9","0,041063","26.792,02"
21/12/2011,"10,9","0,041063","26.803,06"
22/12/2011,"10,9","0,041063","26.814,11"
23/12/2011,"10,9","0,041063","26.825,16"
26/12/2011,"10,9","0,041063","26.836,22"
27/12/2011,"10,9","0,041063","26.847,28"
28/12/2011,"10,9","0,041063","26.858,34"
29/12/2011,"10,9","0,041063","26.869,41"
30/12/2011,"10,91","0,041099","26.880,50"
03/01/2011,"10,9","0,041063","26.891,58"
03/01/2012,"10,9","0,041063","26.902,66"
04/01/2012,"10,9","0,041063","26.913,75"
05/01/2012,"10,9","0,041063","26.924,84"
06/01/2012,"10,9","0,041063","26.935,94"
09/01/2012,"10,9","0,041063","26.947,04"
10/01/2012,"10,9","0,041063","26.958,15"
11/01/2012,"10,9","0,041063","26.969,26"
12/01/2012,"10,9","0,041063","26.980,37"
13/01/2012,"10,9","0,041063","26.991,49"
16/01/2012,"10,9","0,041063","27.002,62"
17/01/2012,"10,9","0,041063","27.013,75"
18/01/2012,"10,9","0,041063","27.024,88"
19/01/2012,"10,4","0,03927","27.035,53"
20/01/2012,"10,4","0,03927","27.046,19"
23/01/2012,"10,4","0,03927","27.056,85"
24/01/2012,"10,4","0,03927","27.067,51"
25/01/2012,"10,4","0,03927","27.078,18"
26/01/2012,"10,4","0,03927","27.088,85"
27/01/2012,"10,4","0,03927","27.099,53"
30/01/2012,"10,4","0,03927","27.110,21"
31/01/2012,"10,4","0,03927","27.120,90"
01/02/2012,"10,4","0,03927","27.131,59"
02/02/2012,"10,4","0,03927","27.142,28"
03/02/2012,"10,4","0,03927","27.152,98"
06/02/2012,"10,4","0,03927","27.163,68"
07/02/2012,"10,4","0,03927","27.174,39"
08/02/2012,"10,4","0,03927","27.185,10"
09/02/2012,"10,4","0,03927","27.195,81"
10/02/2012,"10,4","0,03927","27.206,53"
13/02/2012,"10,4","0,03927","27.217,26"
14/02/2012,"10,4","0,03927","27.227,98"
15/02/2012,"10,4","0,03927","27.238,72"
16/02/2012,"10,4","0,03927","27.249,45"
17/02/2012,"10,4","0,03927","27.260,19"
22/02/2012,"10,4","0,03927","27.270,94"
23/02/2012,"10,4","0,03927","27.281,68"
24/02/2012,"10,4","0,03927","27.292,44"
27/02/2012,"10,4","0,03927","27.303,19"
28/02/2012,"10,4","0,03927","27.313,96"
29/02/2012,"10,4","0,03927","27.324,72"
01/03/2012,"10,4","0,03927","27.335,49"
02/03/2012,"10,4","0,03927","27.346,26"
05/03/2012,"10,4","0,03927","27.357,04"
06/03/2012,"10,4","0,03927","27.367,83"
07/03/2012,"10,4","0,03927","27.378,61"
08/03/2012,"9,65","0,036564","27.388,66"
09/03/2012,"9,65","0,036564","27.398,71"
12/03/2012,"9,65","0,036564","27.408,76"
13/03/2012,"9,65","0,036564","27.418,82"
14/03/2012,"9,65","0,036564","27.428,89"
15/03/2012,"9,65","0,036564","27.438,95"
16/03/2012,"9,65","0,036564","27.449,02"
19/03/2012,"9,65","0,036564","27.459,09"
20/03/2012,"9,65","0,036564","27.469,17"
21/03/2012,"9,65","0,036564","27.479,25"
22/03/2012,"9,65","0,036564","27.489,33"
23/03/2012,"9,65","0,036564","27.499,42"
26/03/2012,"9,65","0,036564","27.509,51"
27/03/2012,"9,65","0,036564","27.519,61"
28/03/2012,"9,65","0,036564","27.529,71"
29/03/2012,"9,65","0,036564","27.539,81"
30/03/2012,"9,65","0,036564","27.549,92"
02/04/2012,"9,65","0,036564","27.560,03"
03/04/2012,"9,65","0,036564","27.570,14"
04/04/2012,"9,65","0,036564","27.580,26"
05/04/2012,"9,65","0,036564","27.590,38"
09/04/2012,"9,65","0,036564","27.600,50"
10/04/2012,"9,65","0,036564","27.610,63"
11/04/2012,"9,65","0,036564","27.620,76"
12/04/2012,"9,65","0,036564","27.630,90"
13/04/2012,"9,65","0,036564","27.641,04"
16/04/2012,"9,65","0,036564","27.651,18"
17/04/2012,"9,65","0,036564","27.661,33"
18/04/2012,"9,65","0,036564","27.671,48"
19/04/2012,"8,9","0,033839","27.680,88"
20/04/2012,"8,9","0,033839","27.690,28"
23/04/2012,"8,9","0,033839","27.699,68"
24/04/2012,"8,9","0,033839","27.709,09"
25/04/2012,"8,9","0,033839","27.718,50"
26/04/2012,"8,9","0,033839","27.727,91"
27/04/2012,"8,9","0,033839","27.737,33"
30/04/2012,"8,9","0,033839","27.746,75"
02/05/2012,"8,9","0,033839","27.756,17"
03/05/2012,"8,9","0,033839","27.765,60"
04/05/2012,"8,9","0,033839","27.775,03"
07/05/2012,"8,9","0,033839","27.784,46"
08/05/2012,"8,9","0,033839","27.793,90"
09/05/2012,"8,9","0,033839","27.803,34"
10/05/2012,"8,9","0,033839","27.812,78"
11/05/2012,"8,9","0,033839","27.822,22"
14/05/2012,"8,89","0,033803","27.831,66"
15/05/2012,"8,89","0,033803","27.841,10"
16/05/2012,"8,89","0,033803","27.850,55"
17/05/2012,"8,89","0,033803","27.860,00"
18/05/2012,"8,89","0,033803","27.869,45"
21/05/2012,"8,89","0,033803","27.878,90"
22/05/2012,"8,89","0,033803","27.888,36"
23/05/2012,"8,89","0,033803","27.897,82"
24/05/2012,"8,89","0,033803","27.907,29"
25/05/2012,"8,89","0,033803","27.916,75"
28/05/2012,"8,89","0,033803","27.926,22"
29/05/2012,"8,89","0,033803","27.935,70"
30/05/2012,"8,88","0,033766","27.945,16"
31/05/2012,"8,39","0,031976","27.954,13"
01/06/2012,"8,39","0,031976","27.963,10"
04/06/2012,"8,39","0,031976","27.972,08"
05/06/2012,"8,39","0,031976","27.981,05"
06/06/2012,"8,39","0,031976","27.990,03"
08/06/2012,"8,39","0,031976","27.999,01"
11/06/2012,"8,39","0,031976","28.008,00"
12/06/2012,"8,39","0,031976","28.016,99"
13/06/2012,"8,39","0,031976","28.025,98"
14/06/2012,"8,39","0,031976","28.034,97"
15/06/2012,"8,39","0,031976","28.043,97"
18/06/2012,"8,39","0,031976","28.052,97"
19/06/2012,"8,39","0,031976","28.061,97"
20/06/2012,"8,39","0,031976","28.070,97"
21/06/2012,"8,39","0,031976","28.079,98"
22/06/2012,"8,39","0,031976","28.088,99"
25/06/2012,"8,39","0,031976","28.098,01"
26/06/2012,"8,39","0,031976","28.107,02"
27/06/2012,"8,39","0,031976","28.116,04"
28/06/2012,"8,39","0,031976","28.125,06"
29/06/2012,"8,4","0,032012","28.134,10"
02/07/2012,"8,39","0,031976","28.143,13"
03/07/2012,"8,39","0,031976","28.152,16"
04/07/2012,"8,39","0,031976","28.161,19"
05/07/2012,"8,39","0,031976","28.170,23"
06/07/2012,"8,39","0,031976","28.179,27"
09/07/2012,"8,39","0,031976","28.188,31"
10/07/2012,"8,39","0,031976","28.197,36"
11/07/2012,"8,39","0,031976","28.206,40"
12/07/2012,"7,89","0,03014","28.214,94"
13/07/2012,"7,89","0,03014","28.223,47"
16/07/2012,"7,89","0,03014","28.232,01"
17/07/2012,"7,89","0,03014","28.240,55"
