Data;Nome_Indicador;Area_Analise;Valor;Unidade_Medida;Fonte
1986-05-01;IPCA Mensal;Inflação;1.40;% ao Mês;Banco Central do Brasil (BCB)
1986-06-01;IPCA Mensal;Inflação;1.27;% ao Mês;Banco Central do Brasil (BCB)
1986-07-01;IPCA Mensal;Inflação;1.71;% ao Mês;Banco Central do Brasil (BCB)
1986-08-01;IPCA Mensal;Inflação;3.55;% ao Mês;Banco Central do Brasil (BCB)
1986-09-01;IPCA Mensal;Inflação;1.72;% ao Mês;Banco Central do Brasil (BCB)
1986-10-01;IPCA Mensal;Inflação;1.90;% ao Mês;Banco Central do Brasil (BCB)
1986-11-01;IPCA Mensal;Inflação;5.45;% ao Mês;Banco Central do Brasil (BCB)
1986-12-01;IPCA Mensal;Inflação;11.65;% ao Mês;Banco Central do Brasil (BCB)
1987-01-01;IPCA Mensal;Inflação;13.21;% ao Mês;Banco Central do Brasil (BCB)
1987-02-01;IPCA Mensal;Inflação;12.64;% ao Mês;Banco Central do Brasil (BCB)
1987-03-01;IPCA Mensal;Inflação;16.37;% ao Mês;Banco Central do Brasil (BCB)
1987-04-01;IPCA Mensal;Inflação;19.10;% ao Mês;Banco Central do Brasil (BCB)
1987-05-01;IPCA Mensal;Inflação;21.45;% ao Mês;Banco Central do Brasil (BCB)
1987-06-01;IPCA Mensal;Inflação;19.71;% ao Mês;Banco Central do Brasil (BCB)
1987-07-01;IPCA Mensal;Inflação;9.21;% ao Mês;Banco Central do Brasil (BCB)
1987-08-01;IPCA Mensal;Inflação;4.87;% ao Mês;Banco Central do Brasil (BCB)
1987-09-01;IPCA Mensal;Inflação;7.78;% ao Mês;Banco Central do Brasil (BCB)
1987-10-01;IPCA Mensal;Inflação;11.22;% ao Mês;Banco Central do Brasil (BCB)
1987-11-01;IPCA Mensal;Inflação;15.08;% ao Mês;Banco Central do Brasil (BCB)
1987-12-01;IPCA Mensal;Inflação;14.15;% ao Mês;Banco Central do Brasil (BCB)
1988-01-01;IPCA Mensal;Inflação;18.89;% ao Mês;Banco Central do Brasil (BCB)
1988-02-01;IPCA Mensal;Inflação;15.70;% ao Mês;Banco Central do Brasil (BCB)
1988-03-01;IPCA Mensal;Inflação;17.60;% ao Mês;Banco Central do Brasil (BCB)
1988-04-01;IPCA Mensal;Inflação;19.29;% ao Mês;Banco Central do Brasil (BCB)
1988-05-01;IPCA Mensal;Inflação;17.42;% ao Mês;Banco Central do Brasil (BCB)
1988-06-01;IPCA Mensal;Inflação;22.00;% ao Mês;Banco Central do Brasil (BCB)
1988-07-01;IPCA Mensal;Inflação;21.91;% ao Mês;Banco Central do Brasil (BCB)
1988-08-01;IPCA Mensal;Inflação;21.59;% ao Mês;Banco Central do Brasil (BCB)
1988-09-01;IPCA Mensal;Inflação;27.45;% ao Mês;Banco Central do Brasil (BCB)
1988-10-01;IPCA Mensal;Inflação;25.62;% ao Mês;Banco Central do Brasil (BCB)
1988-11-01;IPCA Mensal;Inflação;27.94;% ao Mês;Banco Central do Brasil (BCB)
1988-12-01;IPCA Mensal;Inflação;28.70;% ao Mês;Banco Central do Brasil (BCB)
1989-01-01;IPCA Mensal;Inflação;37.49;% ao Mês;Banco Central do Brasil (BCB)
1989-02-01;IPCA Mensal;Inflação;16.78;% ao Mês;Banco Central do Brasil (BCB)
1989-03-01;IPCA Mensal;Inflação;6.82;% ao Mês;Banco Central do Brasil (BCB)
1989-04-01;IPCA Mensal;Inflação;8.33;% ao Mês;Banco Central do Brasil (BCB)
1989-05-01;IPCA Mensal;Inflação;17.92;% ao Mês;Banco Central do Brasil (BCB)
1989-06-01;IPCA Mensal;Inflação;28.65;% ao Mês;Banco Central do Brasil (BCB)
1989-07-01;IPCA Mensal;Inflação;27.74;% ao Mês;Banco Central do Brasil (BCB)
1989-08-01;IPCA Mensal;Inflação;33.71;% ao Mês;Banco Central do Brasil (BCB)
1989-09-01;IPCA Mensal;Inflação;37.56;% ao Mês;Banco Central do Brasil (BCB)
1989-10-01;IPCA Mensal;Inflação;39.77;% ao Mês;Banco Central do Brasil (BCB)
1989-11-01;IPCA Mensal;Inflação;47.82;% ao Mês;Banco Central do Brasil (BCB)
1989-12-01;IPCA Mensal;Inflação;51.50;% ao Mês;Banco Central do Brasil (BCB)
1990-01-01;IPCA Mensal;Inflação;67.55;% ao Mês;Banco Central do Brasil (BCB)
1990-02-01;IPCA Mensal;Inflação;75.73;% ao Mês;Banco Central do Brasil (BCB)
1990-03-01;IPCA Mensal;Inflação;82.39;% ao Mês;Banco Central do Brasil (BCB)
1990-04-01;IPCA Mensal;Inflação;15.52;% ao Mês;Banco Central do Brasil (BCB)
1990-05-01;IPCA Mensal;Inflação;7.59;% ao Mês;Banco Central do Brasil (BCB)
1990-06-01;IPCA Mensal;Inflação;11.75;% ao Mês;Banco Central do Brasil (BCB)
1990-07-01;IPCA Mensal;Inflação;12.92;% ao Mês;Banco Central do Brasil (BCB)
1990-08-01;IPCA Mensal;Inflação;12.88;% ao Mês;Banco Central do Brasil (BCB)
1990-09-01;IPCA Mensal;Inflação;14.41;% ao Mês;Banco Central do Brasil (BCB)
1990-10-01;IPCA Mensal;Inflação;14.36;% ao Mês;Banco Central do Brasil (BCB)
1990-11-01;IPCA Mensal;Inflação;16.81;% ao Mês;Banco Central do Brasil (BCB)
1990-12-01;IPCA Mensal;Inflação;18.44;% ao Mês;Banco Central do Brasil (BCB)
1991-01-01;IPCA Mensal;Inflação;20.75;% ao Mês;Banco Central do Brasil (BCB)
1991-02-01;IPCA Mensal;Inflação;20.72;% ao Mês;Banco Central do Brasil (BCB)
1991-03-01;IPCA Mensal;Inflação;11.92;% ao Mês;Banco Central do Brasil (BCB)
1991-04-01;IPCA Mensal;Inflação;4.99;% ao Mês;Banco Central do Brasil (BCB)
1991-05-01;IPCA Mensal;Inflação;7.43;% ao Mês;Banco Central do Brasil (BCB)
1991-06-01;IPCA Mensal;Inflação;11.19;% ao Mês;Banco Central do Brasil (BCB)
1991-07-01;IPCA Mensal;Inflação;12.41;% ao Mês;Banco Central do Brasil (BCB)
1991-08-01;IPCA Mensal;Inflação;15.63;% ao Mês;Banco Central do Brasil (BCB)
1991-09-01;IPCA Mensal;Inflação;15.63;% ao Mês;Banco Central do Brasil (BCB)
1991-10-01;IPCA Mensal;Inflação;20.23;% ao Mês;Banco Central do Brasil (BCB)
1991-11-01;IPCA Mensal;Inflação;25.21;% ao Mês;Banco Central do Brasil (BCB)
1991-12-01;IPCA Mensal;Inflação;23.71;% ao Mês;Banco Central do Brasil (BCB)
1992-01-01;IPCA Mensal;Inflação;25.94;% ao Mês;Banco Central do Brasil (BCB)
1992-02-01;IPCA Mensal;Inflação;24.32;% ao Mês;Banco Central do Brasil (BCB)
1992-03-01;IPCA Mensal;Inflação;21.40;% ao Mês;Banco Central do Brasil (BCB)
1992-04-01;IPCA Mensal;Inflação;19.93;% ao Mês;Banco Central do Brasil (BCB)
1992-05-01;IPCA Mensal;Inflação;24.86;% ao Mês;Banco Central do Brasil (BCB)
1992-06-01;IPCA Mensal;Inflação;20.21;% ao Mês;Banco Central do Brasil (BCB)
1992-07-01;IPCA Mensal;Inflação;21.83;% ao Mês;Banco Central do Brasil (BCB)
1992-08-01;IPCA Mensal;Inflação;22.14;% ao Mês;Banco Central do Brasil (BCB)
1992-09-01;IPCA Mensal;Inflação;24.63;% ao Mês;Banco Central do Brasil (BCB)
1992-10-01;IPCA Mensal;Inflação;25.24;% ao Mês;Banco Central do Brasil (BCB)
1992-11-01;IPCA Mensal;Inflação;22.49;% ao Mês;Banco Central do Brasil (BCB)
1992-12-01;IPCA Mensal;Inflação;25.24;% ao Mês;Banco Central do Brasil (BCB)
1993-01-01;IPCA Mensal;Inflação;30.35;% ao Mês;Banco Central do Brasil (BCB)
1993-02-01;IPCA Mensal;Inflação;24.98;% ao Mês;Banco Central do Brasil (BCB)
1993-03-01;IPCA Mensal;Inflação;27.26;% ao Mês;Banco Central do Brasil (BCB)
1993-04-01;IPCA Mensal;Inflação;27.75;% ao Mês;Banco Central do Brasil (BCB)
1993-05-01;IPCA Mensal;Inflação;27.69;% ao Mês;Banco Central do Brasil (BCB)
1993-06-01;IPCA Mensal;Inflação;30.07;% ao Mês;Banco Central do Brasil (BCB)
1993-07-01;IPCA Mensal;Inflação;30.72;% ao Mês;Banco Central do Brasil (BCB)
1993-08-01;IPCA Mensal;Inflação;32.96;% ao Mês;Banco Central do Brasil (BCB)
1993-09-01;IPCA Mensal;Inflação;35.69;% ao Mês;Banco Central do Brasil (BCB)
1993-10-01;IPCA Mensal;Inflação;33.92;% ao Mês;Banco Central do Brasil (BCB)
1993-11-01;IPCA Mensal;Inflação;35.56;% ao Mês;Banco Central do Brasil (BCB)
1993-12-01;IPCA Mensal;Inflação;36.84;% ao Mês;Banco Central do Brasil (BCB)
1994-01-01;IPCA Mensal;Inflação;41.31;% ao Mês;Banco Central do Brasil (BCB)
1994-02-01;IPCA Mensal;Inflação;40.27;% ao Mês;Banco Central do Brasil (BCB)
1994-03-01;IPCA Mensal;Inflação;42.75;% ao Mês;Banco Central do Brasil (BCB)
1994-04-01;IPCA Mensal;Inflação;42.68;% ao Mês;Banco Central do Brasil (BCB)
1994-05-01;IPCA Mensal;Inflação;44.03;% ao Mês;Banco Central do Brasil (BCB)
1994-06-01;IPCA Mensal;Inflação;47.43;% ao Mês;Banco Central do Brasil (BCB)
1994-07-01;IPCA Mensal;Inflação;6.84;% ao Mês;Banco Central do Brasil (BCB)
1994-08-01;IPCA Mensal;Inflação;1.86;% ao Mês;Banco Central do Brasil (BCB)
1994-09-01;IPCA Mensal;Inflação;1.53;% ao Mês;Banco Central do Brasil (BCB)
1994-10-01;IPCA Mensal;Inflação;2.62;% ao Mês;Banco Central do Brasil (BCB)
1994-11-01;IPCA Mensal;Inflação;2.81;% ao Mês;Banco Central do Brasil (BCB)
1994-12-01;IPCA Mensal;Inflação;1.71;% ao Mês;Banco Central do Brasil (BCB)
1995-01-01;IPCA Mensal;Inflação;1.70;% ao Mês;Banco Central do Brasil (BCB)
1995-02-01;IPCA Mensal;Inflação;1.02;% ao Mês;Banco Central do Brasil (BCB)
1995-03-01;IPCA Mensal;Inflação;1.55;% ao Mês;Banco Central do Brasil (BCB)
1995-04-01;IPCA Mensal;Inflação;2.43;% ao Mês;Banco Central do Brasil (BCB)
1995-05-01;IPCA Mensal;Inflação;2.67;% ao Mês;Banco Central do Brasil (BCB)
1995-06-01;IPCA Mensal;Inflação;2.26;% ao Mês;Banco Central do Brasil (BCB)
1995-07-01;IPCA Mensal;Inflação;2.36;% ao Mês;Banco Central do Brasil (BCB)
1995-08-01;IPCA Mensal;Inflação;0.99;% ao Mês;Banco Central do Brasil (BCB)
1995-09-01;IPCA Mensal;Inflação;0.99;% ao Mês;Banco Central do Brasil (BCB)
1995-10-01;IPCA Mensal;Inflação;1.41;% ao Mês;Banco Central do Brasil (BCB)
1995-11-01;IPCA Mensal;Inflação;1.47;% ao Mês;Banco Central do Brasil (BCB)
1995-12-01;IPCA Mensal;Inflação;1.56;% ao Mês;Banco Central do Brasil (BCB)
1996-01-01;IPCA Mensal;Inflação;1.34;% ao Mês;Banco Central do Brasil (BCB)
1996-02-01;IPCA Mensal;Inflação;1.03;% ao Mês;Banco Central do Brasil (BCB)
1996-03-01;IPCA Mensal;Inflação;0.35;% ao Mês;Banco Central do Brasil (BCB)
1996-04-01;IPCA Mensal;Inflação;1.26;% ao Mês;Banco Central do Brasil (BCB)
1996-05-01;IPCA Mensal;Inflação;1.22;% ao Mês;Banco Central do Brasil (BCB)
1996-06-01;IPCA Mensal;Inflação;1.19;% ao Mês;Banco Central do Brasil (BCB)
1996-07-01;IPCA Mensal;Inflação;1.11;% ao Mês;Banco Central do Brasil (BCB)
1996-08-01;IPCA Mensal;Inflação;0.44;% ao Mês;Banco Central do Brasil (BCB)
1996-09-01;IPCA Mensal;Inflação;0.15;% ao Mês;Banco Central do Brasil (BCB)
1996-10-01;IPCA Mensal;Inflação;0.30;% ao Mês;Banco Central do Brasil (BCB)
1996-11-01;IPCA Mensal;Inflação;0.32;% ao Mês;Banco Central do Brasil (BCB)
1996-12-01;IPCA Mensal;Inflação;0.47;% ao Mês;Banco Central do Brasil (BCB)
1997-01-01;IPCA Mensal;Inflação;1.18;% ao Mês;Banco Central do Brasil (BCB)
1997-02-01;IPCA Mensal;Inflação;0.50;% ao Mês;Banco Central do Brasil (BCB)
1997-03-01;IPCA Mensal;Inflação;0.51;% ao Mês;Banco Central do Brasil (BCB)
1997-04-01;IPCA Mensal;Inflação;0.88;% ao Mês;Banco Central do Brasil (BCB)
1997-05-01;IPCA Mensal;Inflação;0.41;% ao Mês;Banco Central do Brasil (BCB)
1997-06-01;IPCA Mensal;Inflação;0.54;% ao Mês;Banco Central do Brasil (BCB)
1997-07-01;IPCA Mensal;Inflação;0.22;% ao Mês;Banco Central do Brasil (BCB)
1997-08-01;IPCA Mensal;Inflação;-0.02;% ao Mês;Banco Central do Brasil (BCB)
1997-09-01;IPCA Mensal;Inflação;0.06;% ao Mês;Banco Central do Brasil (BCB)
1997-10-01;IPCA Mensal;Inflação;0.23;% ao Mês;Banco Central do Brasil (BCB)
1997-11-01;IPCA Mensal;Inflação;0.17;% ao Mês;Banco Central do Brasil (BCB)
1997-12-01;IPCA Mensal;Inflação;0.43;% ao Mês;Banco Central do Brasil (BCB)
1998-01-01;IPCA Mensal;Inflação;0.71;% ao Mês;Banco Central do Brasil (BCB)
1998-02-01;IPCA Mensal;Inflação;0.46;% ao Mês;Banco Central do Brasil (BCB)
1998-03-01;IPCA Mensal;Inflação;0.34;% ao Mês;Banco Central do Brasil (BCB)
1998-04-01;IPCA Mensal;Inflação;0.24;% ao Mês;Banco Central do Brasil (BCB)
1998-05-01;IPCA Mensal;Inflação;0.50;% ao Mês;Banco Central do Brasil (BCB)
1998-06-01;IPCA Mensal;Inflação;0.02;% ao Mês;Banco Central do Brasil (BCB)
1998-07-01;IPCA Mensal;Inflação;-0.12;% ao Mês;Banco Central do Brasil (BCB)
1998-08-01;IPCA Mensal;Inflação;-0.51;% ao Mês;Banco Central do Brasil (BCB)
1998-09-01;IPCA Mensal;Inflação;-0.22;% ao Mês;Banco Central do Brasil (BCB)
1998-10-01;IPCA Mensal;Inflação;0.02;% ao Mês;Banco Central do Brasil (BCB)
1998-11-01;IPCA Mensal;Inflação;-0.12;% ao Mês;Banco Central do Brasil (BCB)
1998-12-01;IPCA Mensal;Inflação;0.33;% ao Mês;Banco Central do Brasil (BCB)
1999-01-01;IPCA Mensal;Inflação;0.70;% ao Mês;Banco Central do Brasil (BCB)
1999-02-01;IPCA Mensal;Inflação;1.05;% ao Mês;Banco Central do Brasil (BCB)
1999-03-01;IPCA Mensal;Inflação;1.10;% ao Mês;Banco Central do Brasil (BCB)
1999-04-01;IPCA Mensal;Inflação;0.56;% ao Mês;Banco Central do Brasil (BCB)
1999-05-01;IPCA Mensal;Inflação;0.30;% ao Mês;Banco Central do Brasil (BCB)
1999-06-01;IPCA Mensal;Inflação;0.19;% ao Mês;Banco Central do Brasil (BCB)
1999-07-01;IPCA Mensal;Inflação;1.09;% ao Mês;Banco Central do Brasil (BCB)
1999-08-01;IPCA Mensal;Inflação;0.56;% ao Mês;Banco Central do Brasil (BCB)
1999-09-01;IPCA Mensal;Inflação;0.31;% ao Mês;Banco Central do Brasil (BCB)
1999-10-01;IPCA Mensal;Inflação;1.19;% ao Mês;Banco Central do Brasil (BCB)
1999-11-01;IPCA Mensal;Inflação;0.95;% ao Mês;Banco Central do Brasil (BCB)
1999-12-01;IPCA Mensal;Inflação;0.60;% ao Mês;Banco Central do Brasil (BCB)
2000-01-01;IPCA Mensal;Inflação;0.62;% ao Mês;Banco Central do Brasil (BCB)
2000-02-01;IPCA Mensal;Inflação;0.13;% ao Mês;Banco Central do Brasil (BCB)
2000-03-01;IPCA Mensal;Inflação;0.22;% ao Mês;Banco Central do Brasil (BCB)
2000-04-01;IPCA Mensal;Inflação;0.42;% ao Mês;Banco Central do Brasil (BCB)
2000-05-01;IPCA Mensal;Inflação;0.01;% ao Mês;Banco Central do Brasil (BCB)
2000-06-01;IPCA Mensal;Inflação;0.23;% ao Mês;Banco Central do Brasil (BCB)
2000-07-01;IPCA Mensal;Inflação;1.61;% ao Mês;Banco Central do Brasil (BCB)
2000-08-01;IPCA Mensal;Inflação;1.31;% ao Mês;Banco Central do Brasil (BCB)
2000-09-01;IPCA Mensal;Inflação;0.23;% ao Mês;Banco Central do Brasil (BCB)
2000-10-01;IPCA Mensal;Inflação;0.14;% ao Mês;Banco Central do Brasil (BCB)
2000-11-01;IPCA Mensal;Inflação;0.32;% ao Mês;Banco Central do Brasil (BCB)
2000-12-01;IPCA Mensal;Inflação;0.59;% ao Mês;Banco Central do Brasil (BCB)
2001-01-01;IPCA Mensal;Inflação;0.57;% ao Mês;Banco Central do Brasil (BCB)
2001-02-01;IPCA Mensal;Inflação;0.46;% ao Mês;Banco Central do Brasil (BCB)
2001-03-01;IPCA Mensal;Inflação;0.38;% ao Mês;Banco Central do Brasil (BCB)
2001-04-01;IPCA Mensal;Inflação;0.58;% ao Mês;Banco Central do Brasil (BCB)
2001-05-01;IPCA Mensal;Inflação;0.41;% ao Mês;Banco Central do Brasil (BCB)
2001-06-01;IPCA Mensal;Inflação;0.52;% ao Mês;Banco Central do Brasil (BCB)
2001-07-01;IPCA Mensal;Inflação;1.33;% ao Mês;Banco Central do Brasil (BCB)
2001-08-01;IPCA Mensal;Inflação;0.70;% ao Mês;Banco Central do Brasil (BCB)
2001-09-01;IPCA Mensal;Inflação;0.28;% ao Mês;Banco Central do Brasil (BCB)
2001-10-01;IPCA Mensal;Inflação;0.83;% ao Mês;Banco Central do Brasil (BCB)
2001-11-01;IPCA Mensal;Inflação;0.71;% ao Mês;Banco Central do Brasil (BCB)
2001-12-01;IPCA Mensal;Inflação;0.65;% ao Mês;Banco Central do Brasil (BCB)
2002-01-01;IPCA Mensal;Inflação;0.52;% ao Mês;Banco Central do Brasil (BCB)
2002-02-01;IPCA Mensal;Inflação;0.36;% ao Mês;Banco Central do Brasil (BCB)
2002-03-01;IPCA Mensal;Inflação;0.60;% ao Mês;Banco Central do Brasil (BCB)
2002-04-01;IPCA Mensal;Inflação;0.80;% ao Mês;Banco Central do Brasil (BCB)
2002-05-01;IPCA Mensal;Inflação;0.21;% ao Mês;Banco Central do Brasil (BCB)
2002-06-01;IPCA Mensal;Inflação;0.42;% ao Mês;Banco Central do Brasil (BCB)
2002-07-01;IPCA Mensal;Inflação;1.19;% ao Mês;Banco Central do Brasil (BCB)
2002-08-01;IPCA Mensal;Inflação;0.65;% ao Mês;Banco Central do Brasil (BCB)
2002-09-01;IPCA Mensal;Inflação;0.72;% ao Mês;Banco Central do Brasil (BCB)
2002-10-01;IPCA Mensal;Inflação;1.31;% ao Mês;Banco Central do Brasil (BCB)
2002-11-01;IPCA Mensal;Inflação;3.02;% ao Mês;Banco Central do Brasil (BCB)
2002-12-01;IPCA Mensal;Inflação;2.10;% ao Mês;Banco Central do Brasil (BCB)
2003-01-01;IPCA Mensal;Inflação;2.25;% ao Mês;Banco Central do Brasil (BCB)
2003-02-01;IPCA Mensal;Inflação;1.57;% ao Mês;Banco Central do Brasil (BCB)
2003-03-01;IPCA Mensal;Inflação;1.23;% ao Mês;Banco Central do Brasil (BCB)
2003-04-01;IPCA Mensal;Inflação;0.97;% ao Mês;Banco Central do Brasil (BCB)
2003-05-01;IPCA Mensal;Inflação;0.61;% ao Mês;Banco Central do Brasil (BCB)
2003-06-01;IPCA Mensal;Inflação;-0.15;% ao Mês;Banco Central do Brasil (BCB)
2003-07-01;IPCA Mensal;Inflação;0.20;% ao Mês;Banco Central do Brasil (BCB)
2003-08-01;IPCA Mensal;Inflação;0.34;% ao Mês;Banco Central do Brasil (BCB)
2003-09-01;IPCA Mensal;Inflação;0.78;% ao Mês;Banco Central do Brasil (BCB)
2003-10-01;IPCA Mensal;Inflação;0.29;% ao Mês;Banco Central do Brasil (BCB)
2003-11-01;IPCA Mensal;Inflação;0.34;% ao Mês;Banco Central do Brasil (BCB)
2003-12-01;IPCA Mensal;Inflação;0.52;% ao Mês;Banco Central do Brasil (BCB)
2004-01-01;IPCA Mensal;Inflação;0.76;% ao Mês;Banco Central do Brasil (BCB)
2004-02-01;IPCA Mensal;Inflação;0.61;% ao Mês;Banco Central do Brasil (BCB)
2004-03-01;IPCA Mensal;Inflação;0.47;% ao Mês;Banco Central do Brasil (BCB)
2004-04-01;IPCA Mensal;Inflação;0.37;% ao Mês;Banco Central do Brasil (BCB)
2004-05-01;IPCA Mensal;Inflação;0.51;% ao Mês;Banco Central do Brasil (BCB)
2004-06-01;IPCA Mensal;Inflação;0.71;% ao Mês;Banco Central do Brasil (BCB)
2004-07-01;IPCA Mensal;Inflação;0.91;% ao Mês;Banco Central do Brasil (BCB)
2004-08-01;IPCA Mensal;Inflação;0.69;% ao Mês;Banco Central do Brasil (BCB)
2004-09-01;IPCA Mensal;Inflação;0.33;% ao Mês;Banco Central do Brasil (BCB)
2004-10-01;IPCA Mensal;Inflação;0.44;% ao Mês;Banco Central do Brasil (BCB)
2004-11-01;IPCA Mensal;Inflação;0.69;% ao Mês;Banco Central do Brasil (BCB)
2004-12-01;IPCA Mensal;Inflação;0.86;% ao Mês;Banco Central do Brasil (BCB)
2005-01-01;IPCA Mensal;Inflação;0.58;% ao Mês;Banco Central do Brasil (BCB)
2005-02-01;IPCA Mensal;Inflação;0.59;% ao Mês;Banco Central do Brasil (BCB)
2005-03-01;IPCA Mensal;Inflação;0.61;% ao Mês;Banco Central do Brasil (BCB)
2005-04-01;IPCA Mensal;Inflação;0.87;% ao Mês;Banco Central do Brasil (BCB)
2005-05-01;IPCA Mensal;Inflação;0.49;% ao Mês;Banco Central do Brasil (BCB)
2005-06-01;IPCA Mensal;Inflação;-0.02;% ao Mês;Banco Central do Brasil (BCB)
2005-07-01;IPCA Mensal;Inflação;0.25;% ao Mês;Banco Central do Brasil (BCB)
2005-08-01;IPCA Mensal;Inflação;0.17;% ao Mês;Banco Central do Brasil (BCB)
2005-09-01;IPCA Mensal;Inflação;0.35;% ao Mês;Banco Central do Brasil (BCB)
2005-10-01;IPCA Mensal;Inflação;0.75;% ao Mês;Banco Central do Brasil (BCB)
2005-11-01;IPCA Mensal;Inflação;0.55;% ao Mês;Banco Central do Brasil (BCB)
2005-12-01;IPCA Mensal;Inflação;0.36;% ao Mês;Banco Central do Brasil (BCB)
2006-01-01;IPCA Mensal;Inflação;0.59;% ao Mês;Banco Central do Brasil (BCB)
2006-02-01;IPCA Mensal;Inflação;0.41;% ao Mês;Banco Central do Brasil (BCB)
2006-03-01;IPCA Mensal;Inflação;0.43;% ao Mês;Banco Central do Brasil (BCB)
2006-04-01;IPCA Mensal;Inflação;0.21;% ao Mês;Banco Central do Brasil (BCB)
2006-05-01;IPCA Mensal;Inflação;0.10;% ao Mês;Banco Central do Brasil (BCB)
2006-06-01;IPCA Mensal;Inflação;-0.21;% ao Mês;Banco Central do Brasil (BCB)
2006-07-01;IPCA Mensal;Inflação;0.19;% ao Mês;Banco Central do Brasil (BCB)
2006-08-01;IPCA Mensal;Inflação;0.05;% ao Mês;Banco Central do Brasil (BCB)
2006-09-01;IPCA Mensal;Inflação;0.21;% ao Mês;Banco Central do Brasil (BCB)
2006-10-01;IPCA Mensal;Inflação;0.33;% ao Mês;Banco Central do Brasil (BCB)
2006-11-01;IPCA Mensal;Inflação;0.31;% ao Mês;Banco Central do Brasil (BCB)
2006-12-01;IPCA Mensal;Inflação;0.48;% ao Mês;Banco Central do Brasil (BCB)
2007-01-01;IPCA Mensal;Inflação;0.44;% ao Mês;Banco Central do Brasil (BCB)
2007-02-01;IPCA Mensal;Inflação;0.44;% ao Mês;Banco Central do Brasil (BCB)
2007-03-01;IPCA Mensal;Inflação;0.37;% ao Mês;Banco Central do Brasil (BCB)
2007-04-01;IPCA Mensal;Inflação;0.25;% ao Mês;Banco Central do Brasil (BCB)
2007-05-01;IPCA Mensal;Inflação;0.28;% ao Mês;Banco Central do Brasil (BCB)
2007-06-01;IPCA Mensal;Inflação;0.28;% ao Mês;Banco Central do Brasil (BCB)
2007-07-01;IPCA Mensal;Inflação;0.24;% ao Mês;Banco Central do Brasil (BCB)
2007-08-01;IPCA Mensal;Inflação;0.47;% ao Mês;Banco Central do Brasil (BCB)
2007-09-01;IPCA Mensal;Inflação;0.18;% ao Mês;Banco Central do Brasil (BCB)
2007-10-01;IPCA Mensal;Inflação;0.30;% ao Mês;Banco Central do Brasil (BCB)
2007-11-01;IPCA Mensal;Inflação;0.38;% ao Mês;Banco Central do Brasil (BCB)
2007-12-01;IPCA Mensal;Inflação;0.74;% ao Mês;Banco Central do Brasil (BCB)
2008-01-01;IPCA Mensal;Inflação;0.54;% ao Mês;Banco Central do Brasil (BCB)
2008-02-01;IPCA Mensal;Inflação;0.49;% ao Mês;Banco Central do Brasil (BCB)
2008-03-01;IPCA Mensal;Inflação;0.48;% ao Mês;Banco Central do Brasil (BCB)
2008-04-01;IPCA Mensal;Inflação;0.55;% ao Mês;Banco Central do Brasil (BCB)
2008-05-01;IPCA Mensal;Inflação;0.79;% ao Mês;Banco Central do Brasil (BCB)
2008-06-01;IPCA Mensal;Inflação;0.74;% ao Mês;Banco Central do Brasil (BCB)
2008-07-01;IPCA Mensal;Inflação;0.53;% ao Mês;Banco Central do Brasil (BCB)
2008-08-01;IPCA Mensal;Inflação;0.28;% ao Mês;Banco Central do Brasil (BCB)
2008-09-01;IPCA Mensal;Inflação;0.26;% ao Mês;Banco Central do Brasil (BCB)
2008-10-01;IPCA Mensal;Inflação;0.45;% ao Mês;Banco Central do Brasil (BCB)
2008-11-01;IPCA Mensal;Inflação;0.36;% ao Mês;Banco Central do Brasil (BCB)
2008-12-01;IPCA Mensal;Inflação;0.28;% ao Mês;Banco Central do Brasil (BCB)
2009-01-01;IPCA Mensal;Inflação;0.48;% ao Mês;Banco Central do Brasil (BCB)
2009-02-01;IPCA Mensal;Inflação;0.55;% ao Mês;Banco Central do Brasil (BCB)
2009-03-01;IPCA Mensal;Inflação;0.20;% ao Mês;Banco Central do Brasil (BCB)
2009-04-01;IPCA Mensal;Inflação;0.48;% ao Mês;Banco Central do Brasil (BCB)
2009-05-01;IPCA Mensal;Inflação;0.47;% ao Mês;Banco Central do Brasil (BCB)
2009-06-01;IPCA Mensal;Inflação;0.36;% ao Mês;Banco Central do Brasil (BCB)
2009-07-01;IPCA Mensal;Inflação;0.24;% ao Mês;Banco Central do Brasil (BCB)
2009-08-01;IPCA Mensal;Inflação;0.15;% ao Mês;Banco Central do Brasil (BCB)
2009-09-01;IPCA Mensal;Inflação;0.24;% ao Mês;Banco Central do Brasil (BCB)
2009-10-01;IPCA Mensal;Inflação;0.28;% ao Mês;Banco Central do Brasil (BCB)
2009-11-01;IPCA Mensal;Inflação;0.41;% ao Mês;Banco Central do Brasil (BCB)
2009-12-01;IPCA Mensal;Inflação;0.37;% ao Mês;Banco Central do Brasil (BCB)
2010-01-01;IPCA Mensal;Inflação;0.75;% ao Mês;Banco Central do Brasil (BCB)
2010-02-01;IPCA Mensal;Inflação;0.78;% ao Mês;Banco Central do Brasil (BCB)
2010-03-01;IPCA Mensal;Inflação;0.52;% ao Mês;Banco Central do Brasil (BCB)
2010-04-01;IPCA Mensal;Inflação;0.57;% ao Mês;Banco Central do Brasil (BCB)
2010-05-01;IPCA Mensal;Inflação;0.43;% ao Mês;Banco Central do Brasil (BCB)
2010-06-01;IPCA Mensal;Inflação;0.00;% ao Mês;Banco Central do Brasil (BCB)
